"_id","_labels","BetweennessCentrality","ClosenessCentrality","DegreeCentrality","EigenCentrality","hitsauth","hitshub","name","newProperty","pagerank","_start","_end","_type","name"
"0",":Head","10.833333333333334","1.0","6.0","0.006010566611792962","2.7046285721074746E-14","0.00849362640698665","union body","","0.29875000000000007",,,,
"1",":Head","16.166666666666668","1.0","18.0","0.003055867056525908","1.5166468343013294E-13","0.2066840195943532","draft budget","","0.16593750000000002",,,,
"2",":Head","8.666666666666666","1.0","10.0","0.003055867056525908","1.5166468343013294E-13","0.1042863930640484","introduction draw union institution concern","","0.16593750000000002",,,,
"3",":Head","2.666666666666667","1.0","4.0","0.003055867056525908","1.5166468343013294E-13","0.08161395518774384","summary datum","","0.16593750000000002",,,,
"4",":Head","4.333333333333333","1.0","6.0","0.003055867056525908","1.5166468343013294E-13","0.010075130221845576","publicprivate partnership","","0.16593750000000002",,,,
"5",":Head","0.8333333333333333","1.0","2.0","0.003055867056525908","1.5166468343013294E-13","0.007433284757769925","information relate instrument","","0.16593750000000002",,,,
"6",":Head","3.0","1.0","3.0","0.003055867056525908","1.5166468343013294E-13","6.342397976292344E-22","duration","","0.16593750000000002",,,,
"7",":Head","7.5","1.0","8.0","0.003055867056525908","1.5166468343013294E-13","0.03809987279244706","work document refer subparagraph","","0.16593750000000002",,,,
"8",":Head","5.833333333333333","1.0","7.0","0.003055867056525908","1.5166468343013294E-13","0.018653240917744836","work document","","0.16593750000000002",,,,
"9",":Head","1.0","1.0","1.0","0.003055867056525908","5.517529041030978E-25","5.76846813516892E-4","conciliation committee","","0.21375000000000002",,,,
"10",":Head","3.0","1.0","3.0","0.003055867056525908","5.517529041030978E-25","6.342397976292344E-22","letter","","0.21375000000000002",,,,
"11",":Head","1.5","1.0","2.0","0.003055867056525908","5.517529041030978E-25","0.03056514881318289","draft amend budget","","0.21375000000000002",,,,
"12",":Head","6.5","1.0","7.0","0.003055867056525908","5.517529041030978E-25","0.001535180037440096","amend budget","","0.21375000000000002",,,,
"13",":Head","4.0","1.0","4.0","0.003055867056525908","1.05238514729137E-30","6.336370212135678E-4","provision","","0.2775",,,,
"14",":Head","3.0","1.0","3.0","0.003055867056525908","1.05238514729137E-30","6.342397976292344E-22","title","","0.2775",,,,
"15",":Head","62.0","1.0","32.0","0.006010566611792962","2.779691324109546E-14","0.9604375918153982","budget","","0.23500000000000004",,,,
"16",":Head","3.5","1.0","4.0","0.003055867056525908","4.567846651219696E-15","0.04396827007440641","resource pay decision 2014335eu euratom","","0.21375000000000002",,,,
"17",":Head","0.5","1.0","1.0","0.003055867056525908","1.1140043242140745E-14","4.6267499178905855E-5","section budget","","0.17550000000000002",,,,
"18",":Head","2.0","1.0","3.0","0.003055867056525908","1.1140043242140745E-14","0.0015024393117872336","appropriation","","0.17550000000000002",,,,
"19",":Head","8.0","1.0","9.0","0.003055867056525908","1.1140043242140745E-14","0.0457373675951605","basic act","","0.17550000000000002",,,,
"20",":Head","4.0","1.0","5.0","0.003055867056525908","1.1140043242140745E-14","0.0024951688774615143","adoption basic act","","0.17550000000000002",,,,
"21",":Head","10.333333333333332","1.0","6.0","0.006010566611792962","3.436910983201651E-14","0.007109334945975742","european parliament council","","0.19675000000000004",,,,
"22",":Head","12.0","1.0","6.0","0.006010566611792962","1.7425408107481078E-22","6.650486300388724E-16","section budget relate commission","","0.34125000000000005",,,,
"23",":Head","1.0","1.0","1.0","0.003055867056525908","1.0769494478261287E-22","0.029576620930471854","reserve shall enter separate title","","0.21375000000000002",,,,
"24",":Head","11.5","1.0","6.0","0.006010566611792962","2.8915002593643664E-14","0.050607512997253995","establishment plan","","0.21375000000000002",,,,
"25",":Head","1.0","1.0","1.0","0.003055867056525908","2.3229066589875765E-14","1.8189819750465106E-31","budget line","","0.17125",,,,
"26",":Head","3.3333333333333335","1.0","5.0","0.003055867056525908","2.3229066589875765E-14","0.07103448944494946","line","","0.17125",,,,
"27",":Head","2.0","1.0","2.0","0.003055867056525908","5.6859360037679004E-15","1.90734084346637E-25","appointment shall excess limit set","","0.19250000000000003",,,,
"28",":Head","1.0","1.0","1.0","0.003055867056525908","5.6859360037679004E-15","1.8189819750465106E-31","modification","","0.19250000000000003",,,,
"29",":Head","4.0","1.0","4.0","0.003055867056525908","1.05238514729137E-30","0.042108823167990035","implementation union act","","0.2775",,,,
"30",":Tail","0.0","0.6","0.0","0.08294391335708524","0.0014680752850613726","0.0","31 january","by 31 january to in article 70 in accordance with the instrument establishing each union body","0.19232291666666668",,,,
"31",":Tail","0.0","0.6666666666666666","0.0","0.29448282732955167","0.0033373888644059233","0.0","article","to in article 70 which receives a contribution charged to the budget","0.49068708333333333",,,,
"32",":Tail","0.0","0.6666666666666666","0.0","0.16874135876817867","0.009804764081091278","0.0","accordance","subject to the procedure laid down in article 294 tfeu and in accordance with the procedure laid down in article 31 of this regulation for all other cases where","0.2387329166666667",,,,
"33",":Tail","0.0","0.625","0.0","0.12584263606263196","0.003209536157641013","0.0","instrument","use of financial instruments the information relating to those instruments shall be included in the working document referred to in paragraph where","0.2158307291666667",,,,
"34",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","summary general statement","a summary general statement of the revenue and expenditure of the union","0.15783593750000002",,,,
"35",":Tail","0.0","0.6666666666666666","0.0","0.16874135876817867","0.20932962768039665","0.0","revenue","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.20950000000000002",,,,
"36",":Tail","0.0","0.7","0.0","0.21164008147372532","0.23386174791698727","0.0","expenditure","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.21344453125000004",,,,
"37",":Tail","0.0","0.625","0.0","0.12584263606263196","0.20172996630410206","0.0","union","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.16407812500000002",,,,
"38",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","different estimate","different estimates also from those drawn up by union institutions","0.15783593750000002",,,,
"39",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","union institution","for which the draft budget contains estimates different from those drawn up by other union institutions any working document it considers useful in connection with the establishment plans of union institutions showing the latest authorised establishment plan and presenting","0.15783593750000002",,,,
"40",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.018025293067247695","0.0","financial table","financial tables covering the main data by titles and justifications for the changes in the appropriations from one financial year to the next by categories of expenditure of the multiannual financial framework","0.16410468750000004",,,,
"41",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.018025293067247695","0.0","main datum","financial tables covering the main data by titles and justifications for the changes in the appropriations from one financial year to the next by categories of expenditure of the multiannual financial framework","0.16410468750000004",,,,
"42",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.018025293067247695","0.0","title","financial tables covering the main data by titles and justifications for the changes in the appropriations from one financial year to the next by categories of expenditure of the multiannual financial framework","0.16410468750000004",,,,
"43",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.018025293067247695","0.0","justification","financial tables covering the main data by titles and justifications for the changes in the appropriations from one financial year to the next by categories of expenditure of the multiannual financial framework","0.16410468750000004",,,,
"44",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.018025293067247695","0.0","change","financial tables covering the main data by titles and justifications for the changes in the appropriations from one financial year to the next by categories of expenditure of the multiannual financial framework","0.16410468750000004",,,,
"45",":Tail","0.0","0.6428571428571429","0.0","0.21164008147372532","0.1992144968522632","0.0","appropriation","the appropriations available in the budget such an act shall not be implemented in financial terms until the budget has been amended accordingly where","0.24589062500000003",,,,
"46",":Tail","0.0","0.625","0.0","0.12584263606263196","0.026772523427922468","0.0","financial year","the number authorised for the preceding year next to the number of posts authorised for the financial year","0.19438593750000002",,,,
"47",":Tail","0.0","0.8","0.0","0.128797335617899","0.03535592569397164","0.0","category","the number of posts for each grade in each category and also","0.21951595982142857",,,,
"48",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.018025293067247695","0.0","multiannual financial framework","financial tables covering the main data by titles and justifications for the changes in the appropriations from one financial year to the next by categories of expenditure of the multiannual financial framework","0.16410468750000004",,,,
"49",":Tail","0.0","0.6363636363636364","0.0","0.20868538191845828","0.18885926477971995","0.0","point","to in point of article 52(1","0.22178515625000003",,,,
"50",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.014106488545637529","0.0","interinstitutional agreement","for the categories of expenditure not covered by point 30 of that interinstitutional agreement","0.18526171875",,,,
"51",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","estimate","for which the draft budget contains estimates different from those drawn up by other union institutions any working document it considers useful in connection with the establishment plans of union institutions showing the latest authorised establishment plan and presenting","0.15783593750000002",,,,
"52",":Tail","0.0","0.8","0.0","0.128797335617899","0.03875070714343916","0.0","work document","in the working document referred to in paragraph","0.25186718750000003",,,,
"53",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","connection","for which the draft budget contains estimates different from those drawn up by other union institutions any working document it considers useful in connection with the establishment plans of union institutions showing the latest authorised establishment plan and presenting","0.15783593750000002",,,,
"54",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","establishment plan","for which the draft budget contains estimates different from those drawn up by other union institutions any working document it considers useful in connection with the establishment plans of union institutions showing the latest authorised establishment plan and presenting","0.15783593750000002",,,,
"55",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","latest authorised establishment plan","for which the draft budget contains estimates different from those drawn up by other union institutions any working document it considers useful in connection with the establishment plans of union institutions showing the latest authorised establishment plan and presenting","0.15783593750000002",,,,
"56",":Tail","0.0","0.625","0.0","0.12584263606263196","0.044471650791369145","0.0","precede year","the number authorised for the preceding year next to the number of posts authorised for the financial year","0.18811718750000003",,,,
"57",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","place distribution","in which for that preceding year indicating actually in place distribution by grade by gender and by administrative unit   l 19347","0.15783593750000002",,,,
"58",":Tail","0.0","0.75","0.0","0.08589861291235225","0.03894856451178079","0.0","grade","the number of posts for each grade in each category and also","0.17798549107142858",,,,
"59",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","gender","in which for that preceding year indicating actually in place distribution by grade by gender and by administrative unit   l 19347","0.15783593750000002",,,,
"60",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","administrative unit      l","in which for that preceding year indicating actually in place distribution by grade by gender and by administrative unit   l 19347","0.15783593750000002",,,,
"61",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","person distribution","indicating persons distribution by function group in which","0.15783593750000002",,,,
"62",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.035724420430694376","0.0","function group","indicating persons distribution by function group in which","0.15783593750000002",,,,
"63",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.0017414608725796405","0.0","use","use of financial instruments the information relating to those instruments shall be included in the working document referred to in paragraph where","0.17350781250000002",,,,
"64",":Tail","0.0","0.75","0.0","0.08589861291235225","0.008326780441456344","0.0","financial instrument","an overview of the administrative expenditure arising from management fees and other financial and operating charges paid for the management of financial instruments in total and per managing party and per financial instrument managed also","0.19113867187500003",,,,
"65",":Tail","0.0","0.6666666666666666","0.0","0.08589861291235225","0.0020068100941849614","0.0","information","by statements of reasons and information on budget implementation for the preceding and current financial years available at the time of draft amending budgets establishment","0.19946316964285718",,,,
"66",":Tail","0.0","0.6666666666666666","0.0","0.16874135876817867","0.004255098202511982","0.0","paragraph","any other relevant documents in addition to the documents referred to in paragraph 1 to the budget","0.2719041666666667",,,,
"67",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","year revenue","three years revenue and repayments under article 209(3 where","0.19701562500000003",,,,
"68",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","repayment","three years revenue and repayments under article 209(3 where","0.19701562500000003",,,,
"69",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","article 2093","three years revenue and repayments under article 209(3 where","0.19701562500000003",,,,
"70",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.006585319568876703","0.0","overview","an overview of the administrative expenditure arising from management fees and other financial and operating charges paid for the management of financial instruments in total and per managing party and per financial instrument managed also","0.16763085937500002",,,,
"71",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.006585319568876703","0.0","administrative expenditure","an overview of the administrative expenditure arising from management fees and other financial and operating charges paid for the management of financial instruments in total and per managing party and per financial instrument managed also","0.16763085937500002",,,,
"72",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.006585319568876703","0.0","management fee","an overview of the administrative expenditure arising from management fees and other financial and operating charges paid for the management of financial instruments in total and per managing party and per financial instrument managed also","0.16763085937500002",,,,
"73",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.006585319568876703","0.0","financial operating charge","an overview of the administrative expenditure arising from management fees and other financial and operating charges paid for the management of financial instruments in total and per managing party and per financial instrument managed also","0.16763085937500002",,,,
"74",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.006585319568876703","0.0","management","an overview of the administrative expenditure arising from management fees and other financial and operating charges paid for the management of financial instruments in total and per managing party and per financial instrument managed also","0.16763085937500002",,,,
"75",":Tail","0.0","0.625","0.0","0.12584263606263196","0.17259086544228439","0.0","total","negative revenue except where the budget results from negative remuneration of deposits in total","0.17387304687500002",,,,
"76",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.006585319568876703","0.0","manage party","an overview of the administrative expenditure arising from management fees and other financial and operating charges paid for the management of financial instruments in total and per managing party and per financial instrument managed also","0.16763085937500002",,,,
"77",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.0032241440810864114","0.0","budgetary guarantee","a working document presenting for each budgetary guarantee and for the common provisioning fund the following: to the draft budget","0.17014955357142858",,,,
"78",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.0032241440810864114","0.0","common provisioning fund","a working document presenting for each budgetary guarantee and for the common provisioning fund the following: to the draft budget","0.17014955357142858",,,,
"79",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.0032241440810864114","0.0","draft budget","a working document presenting for each budgetary guarantee and for the common provisioning fund the following: to the draft budget","0.17014955357142858",,,,
"80",":Tail","0.0","0.625","0.0","0.12584263606263196","0.011971374441761187","0.0","number","the number authorised for the preceding year next to the number of posts authorised for the financial year","0.20043080357142862",,,,
"81",":Tail","0.0","0.625","0.0","0.12584263606263196","0.011971374441761187","0.0","post","the number authorised for the preceding year next to the number of posts authorised for the financial year","0.20043080357142862",,,,
"82",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","amendment updating","a letter of amendment updating in particular expenditure estimates for agriculture","0.21056250000000004",,,,
"83",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","particular expenditure estimate","a letter of amendment updating in particular expenditure estimates for agriculture","0.21056250000000004",,,,
"84",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","agriculture","a letter of amendment updating in particular expenditure estimates for agriculture","0.21056250000000004",,,,
"85",":Tail","0.0","0.75","0.0","0.08589861291235225","0.005548338681759762","0.0","time","by statements of reasons and information on budget implementation for the preceding and current financial years available at the time of draft amending budgets establishment","0.26679910714285715",,,,
"86",":Tail","0.0","0.625","0.0","0.12584263606263196","0.17128853533356211","0.0","year","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.24708593750000002",,,,
"87",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","2.6534922160532096E-4","0.0","statement","by statements of reasons and information on budget implementation for the preceding and current financial years available at the time of draft amending budgets establishment","0.17595535714285715",,,,
